step,train_loss,eval_loss,accuracy,f1_score
447,1.086887001991272,,,
449,0.944111704826355,,,
451,1.1424601078033447,,,
453,1.2572623491287231,,,
455,1.3851487636566162,,,
457,1.0906306505203247,,,
459,1.0423096418380737,,,
461,1.2912667989730835,,,
463,1.0094512701034546,,,
465,1.2081302404403687,,,
467,1.1046205759048462,,,
469,0.8579441905021667,,,
471,1.0633665323257446,,,
473,0.8884736895561218,,,
475,1.0632835626602173,,,
477,0.7909019589424133,,,
479,1.0437833070755005,,,
481,0.9939587116241455,,,
483,1.1257426738739014,,,
485,0.9406308531761169,,,
487,0.905036211013794,,,
489,0.8583306074142456,,,
491,0.8868964910507202,,,
493,1.2150155305862427,,,
495,1.1290514469146729,,,
497,1.1586252450942993,,,
499,0.9618642330169678,,,
501,0.8029500246047974,,,
503,1.0659223794937134,,,
505,0.9541534185409546,,,
507,0.8856424689292908,,,
509,0.8350754976272583,,,
511,0.9382535815238953,,,
513,0.7318338751792908,,,
515,0.9983054995536804,,,
517,1.0468088388442993,,,
519,1.0037628412246704,,,
521,1.1569446325302124,,,
523,0.894494891166687,,,
525,0.9573246240615845,,,
527,0.8479844331741333,,,
529,1.124901533126831,,,
531,0.9399831295013428,,,
533,0.9349901676177979,,,
535,0.9541237354278564,,,
537,1.1031464338302612,,,
539,0.8366672992706299,,,
541,1.0472012758255005,,,
543,1.1591072082519531,,,
545,0.7901656031608582,,,
547,1.1153900623321533,,,
549,0.9726773500442505,,,
551,0.8747389316558838,,,
553,1.0806522369384766,,,
555,0.8562622666358948,,,
557,0.9642343521118164,,,
559,1.0516175031661987,,,
561,0.9990407228469849,,,
563,1.048222303390503,,,
565,0.8965193629264832,,,
567,1.0380988121032715,,,
569,0.9322952628135681,,,
571,0.9194152355194092,,,
573,0.7801189422607422,,,
575,0.9064248204231262,,,
577,1.057706356048584,,,
579,0.8881373405456543,,,
581,0.8092658519744873,,,
583,1.047065019607544,,,
585,1.0405528545379639,,,
587,0.7661266326904297,,,
589,0.9754621982574463,,,
591,0.6962805390357971,,,
593,0.9560741782188416,,,
595,1.0100808143615723,,,
597,0.7452922463417053,,,
599,0.915708065032959,,,
600,,0.4839552037226848,,
601,0.6477571129798889,,,
603,0.9226956367492676,,,
605,0.5892874598503113,,,
607,0.8383302092552185,,,
609,0.821472704410553,,,
611,0.9429600834846497,,,
613,0.9845884442329407,,,
615,0.9053030610084534,,,
617,0.850131630897522,,,
619,0.20891216397285461,,0.08961303462321792,0.043328405984250834
621,0.7477825880050659,,,
623,0.8128954768180847,,,
625,0.8354434967041016,,,
627,0.7431479096412659,,,
629,0.7960132956504822,,,
631,0.9452655911445618,,,
633,0.9065535068511963,,,
635,0.9059107899665833,,,
637,0.8150277733802795,,,
639,0.9234076142311096,,,
641,0.7231350541114807,,,
643,0.9638156294822693,,,
645,0.7507734298706055,,,
647,0.885246217250824,,,
649,0.9204397201538086,,,
651,0.7700389623641968,,,
653,0.8410500884056091,,,
655,1.1084271669387817,,,
657,0.761228084564209,,,
659,0.8284705877304077,,,
661,0.7659169435501099,,,
663,0.736710786819458,,,
665,0.7707224488258362,,,
667,0.8880833983421326,,,
669,0.6662158370018005,,,
671,0.7698878645896912,,,
673,0.9181966781616211,,,
675,1.0070154666900635,,,
677,0.6993404030799866,,,
679,0.726693332195282,,,
681,0.811637282371521,,,
683,0.796253502368927,,,
685,0.7404880523681641,,,
687,0.6267176866531372,,,
689,0.6266711950302124,,,
691,0.5962542295455933,,,
693,0.7190516591072083,,,
695,0.6446622610092163,,,
697,0.9402737021446228,,,
699,0.5331830978393555,,,
701,0.752936840057373,,,
703,0.7247877717018127,,,
705,0.7351552248001099,,,
707,0.7305964231491089,,,
709,0.6396313905715942,,,
711,0.75543212890625,,,
713,0.970652163028717,,,
715,0.678193211555481,,,
717,0.938974916934967,,,
719,0.7108322381973267,,,
721,0.6678752899169922,,,
723,0.6336292624473572,,,
725,0.6639131307601929,,,
727,0.7286806106567383,,,
729,0.7090395092964172,,,
731,1.167033076286316,,,
733,0.5260056257247925,,,
735,0.7247118949890137,,,
737,0.629176139831543,,,
739,0.8725624084472656,,,
741,0.7371814846992493,,,
743,0.6832433342933655,,,
745,0.5846269726753235,,,
747,0.5169440507888794,,,
749,0.6804145574569702,,,
751,0.6835474967956543,,,
753,0.6678021550178528,,,
755,0.5398678183555603,,,
757,0.7177249193191528,,,
759,0.8373160362243652,,,
761,0.8676353096961975,,,
763,0.5981925129890442,,,
765,0.8426567912101746,,,
767,0.741464376449585,,,
769,0.5775769352912903,,,
771,0.8898155093193054,,,
773,0.7791904807090759,,,
775,0.5913219451904297,,,
777,0.6175133585929871,,,
779,0.7766301035881042,,,
781,0.7369582653045654,,,
783,0.7227804064750671,,,
785,0.8464862704277039,,,
787,0.8832088708877563,,,
789,0.7681004405021667,,,
791,0.6909540295600891,,,
793,1.072046160697937,,,
795,0.7660462260246277,,,
797,0.62357097864151,,,
799,0.6451110243797302,,,
801,0.6807616949081421,,,
803,0.7532183527946472,,,
805,0.8824682235717773,,,
807,0.7954882383346558,,,
809,0.6642528176307678,,,
811,0.6112974882125854,,,
813,0.5576136112213135,,,
815,0.7904640436172485,,,
817,0.8485814929008484,,,
819,0.8953621983528137,,,
821,0.7652745246887207,,,
823,0.7069020867347717,,,
825,0.6163614988327026,,,
827,0.551124095916748,,,
829,0.7752404808998108,,,
831,0.9117939472198486,,,
833,0.7262604236602783,,,
835,0.8260844349861145,,,
837,0.7571346163749695,,,
839,0.5765309929847717,,,
841,0.7828668355941772,,,
843,0.6825740933418274,,,
845,0.7646787166595459,,,
847,0.6545951962471008,,,
849,0.48100215196609497,,,
851,0.9354511499404907,,,
853,0.6795958876609802,,,
855,0.725926399230957,,,
857,0.5963406562805176,,,
859,0.6833845973014832,,,
861,0.7088505029678345,,,
863,0.7207875847816467,,,
865,0.696824312210083,,,
867,0.8629539608955383,,,
869,1.02830970287323,,,
871,0.7075515985488892,,,
873,0.8577247858047485,,,
875,0.8481683731079102,,,
877,0.6586227416992188,,,
879,0.7544152140617371,,,
881,0.8276976943016052,,,
883,0.7849608063697815,,,
885,0.6167415380477905,,,
887,0.5911304354667664,,,
889,0.5293406844139099,,,
891,0.7210525870323181,,,
893,0.7602364420890808,,,
895,0.7584391236305237,,,
897,0.5957019925117493,,,
899,0.7679685354232788,,,
900,,0.444360803717222,,
901,0.8610959053039551,,,
903,0.5475177764892578,,,
905,0.6615875363349915,,,
907,0.5963351130485535,,,
909,0.5171299576759338,,,
911,0.6409183144569397,,,
913,0.732284665107727,,,
915,0.633553147315979,,,
917,0.9967161417007446,,,
919,0.7551273107528687,,,
921,0.8637262582778931,,,
923,0.8393164277076721,,,
925,0.676568329334259,,,
927,0.8523412346839905,,,
929,0.06541059911251068,,0.0835030549898167,0.040374196235358685
931,0.5867750644683838,,,
933,0.47658583521842957,,,
935,0.6153218746185303,,,
937,0.8109270930290222,,,
939,0.4771805703639984,,,
941,0.6474204659461975,,,
943,0.5825515389442444,,,
945,0.7057848572731018,,,
947,0.7357245087623596,,,
949,0.7049174904823303,,,
951,0.5585269331932068,,,
953,0.5920999646186829,,,
955,0.5752488374710083,,,
957,0.5659453272819519,,,
959,0.432146281003952,,,
961,0.7684099674224854,,,
963,0.9673658609390259,,,
965,0.7456757426261902,,,
967,0.5043303370475769,,,
969,0.4381597340106964,,,
971,0.3255044221878052,,,
973,0.6755992770195007,,,
975,0.5512905716896057,,,
977,0.8026764988899231,,,
979,0.7513601183891296,,,
981,0.37623855471611023,,,
983,0.6779839396476746,,,
985,0.6042634844779968,,,
987,0.6097885966300964,,,
989,0.5296948552131653,,,
991,0.5175725221633911,,,
993,0.5609775185585022,,,
995,0.4740915596485138,,,
997,0.620753288269043,,,
999,0.5811885595321655,,,
1001,0.721345841884613,,,
1003,0.3591128885746002,,,
1005,0.8059155941009521,,,
1007,0.6590312123298645,,,
1009,0.6700409650802612,,,
1011,0.6244984269142151,,,
1013,0.5604943633079529,,,
1015,0.45475396513938904,,,
1017,0.49399158358573914,,,
1019,0.7316915988922119,,,
1021,0.616938054561615,,,
1023,0.5168136954307556,,,
1025,0.513996422290802,,,
1027,0.7119856476783752,,,
1029,0.7222256064414978,,,
1031,0.5577937960624695,,,
1033,0.6667452454566956,,,
1035,0.4144497513771057,,,
1037,0.5630118250846863,,,
1039,0.6934794187545776,,,
1041,0.5618066191673279,,,
1043,0.4847608208656311,,,
1045,0.8089684844017029,,,
1047,0.43932104110717773,,,
1049,0.611248254776001,,,
1051,0.6791601181030273,,,
1053,0.4243611693382263,,,
1055,0.4598180055618286,,,
1057,0.5105218291282654,,,
1059,0.526436984539032,,,
1061,0.432712197303772,,,
1063,0.4009903371334076,,,
1065,0.6392875909805298,,,
1067,0.37758421897888184,,,
1069,0.5799675583839417,,,
1071,0.6305215954780579,,,
1073,0.6783547401428223,,,
1075,0.4530833959579468,,,
1077,1.0263665914535522,,,
1079,0.6396378874778748,,,
1081,0.5528972744941711,,,
1083,0.464893639087677,,,
1085,0.6817242503166199,,,
1087,0.5049474835395813,,,
1089,0.5879784226417542,,,
1091,0.7184979319572449,,,
1093,0.39593708515167236,,,
1095,0.5191790461540222,,,
1097,0.7342072129249573,,,
1099,0.5427055954933167,,,
1101,0.4973904490470886,,,
1103,0.5055632591247559,,,
1105,0.660795271396637,,,
1107,0.536311149597168,,,
1109,0.7144957184791565,,,
1111,0.6812021136283875,,,
1113,0.6174374222755432,,,
1115,0.4247937798500061,,,
1117,0.632469654083252,,,
1119,0.6633361577987671,,,
1121,0.41365259885787964,,,
1123,0.5277928709983826,,,
1125,0.5911474823951721,,,
1127,0.5037218928337097,,,
1129,0.46531933546066284,,,
1131,0.42446058988571167,,,
1133,0.48142385482788086,,,
1135,0.6872008442878723,,,
1137,0.44620898365974426,,,
1139,0.44376447796821594,,,
1141,0.648838460445404,,,
1143,0.42067474126815796,,,
1145,0.56002277135849,,,
1147,0.47140440344810486,,,
1149,0.5074689984321594,,,
1151,0.615233838558197,,,
1153,0.5092488527297974,,,
1155,0.6301240921020508,,,
1157,0.6283184289932251,,,
1159,0.45354732871055603,,,
1161,0.8605480194091797,,,
1163,0.35626962780952454,,,
1165,0.6108322739601135,,,
1167,0.4222496449947357,,,
1169,0.3939651846885681,,,
1171,0.5030432939529419,,,
1173,0.5313302874565125,,,
1175,0.5134484171867371,,,
1177,0.4626907408237457,,,
1179,0.36778897047042847,,,
1181,0.32532912492752075,,,
1183,0.6525321006774902,,,
1185,0.5391677618026733,,,
1187,0.6217777729034424,,,
1189,0.5515358448028564,,,
1191,0.6328667402267456,,,
1193,0.3530829846858978,,,
1195,0.6072040796279907,,,
1197,0.5119621753692627,,,
1199,0.49262526631355286,,,
1200,,0.4294499632639763,,
1201,0.5430657267570496,,,
1203,0.49632805585861206,,,
1205,0.6321099400520325,,,
1207,0.5407320857048035,,,
1209,0.3658806085586548,,,
1211,0.773344874382019,,,
1213,0.48221758008003235,,,
1215,0.5071142911911011,,,
1217,0.4238375425338745,,,
1219,0.5123828649520874,,,
1221,0.5182166695594788,,,
1223,0.5621058344841003,,,
1225,0.5126850008964539,,,
1227,0.4013080894947052,,,
1229,0.43674081563949585,,,
1231,0.49929285049438477,,,
1233,0.5754854679107666,,,
1235,0.4979429841041565,,,
1237,0.8101046085357666,,,
1239,0.41797828674316406,,0.10386965376782077,0.050221562064999184
1241,0.6079158782958984,,,
1243,0.49156075716018677,,,
1245,0.45976269245147705,,,
1247,0.5884420871734619,,,
1249,0.38353511691093445,,,
1251,0.5327299237251282,,,
1253,0.4122614860534668,,,
1255,0.4282068908214569,,,
1257,0.4765756130218506,,,
1259,0.5818296670913696,,,
1261,0.4391140937805176,,,
1263,0.426401823759079,,,
1265,0.529636800289154,,,
1267,0.40699294209480286,,,
1269,0.8397453427314758,,,
1271,0.49528422951698303,,,
1273,0.42659592628479004,,,
1275,0.6251756548881531,,,
1277,0.46099814772605896,,,
1279,0.6697229146957397,,,
1281,0.4448661506175995,,,
1283,0.32120510935783386,,,
1285,0.4379029870033264,,,
1287,0.49444228410720825,,,
1289,0.5330852270126343,,,
1291,0.46932458877563477,,,
1293,0.8016136288642883,,,
1295,0.40307071805000305,,,
1297,0.32593512535095215,,,
1299,0.3254966139793396,,,
1301,0.5339609384536743,,,
1303,0.5053997039794922,,,
1305,0.33658045530319214,,,
1307,0.5235722064971924,,,
1309,0.503666341304779,,,
1311,0.5452805757522583,,,
1313,0.5036722421646118,,,
1315,0.5675868391990662,,,
1317,0.4652402400970459,,,
1319,0.5395568013191223,,,
1321,0.5294263362884521,,,
1323,0.35143765807151794,,,
1325,0.517900288105011,,,
1327,0.3923041820526123,,,
1329,0.35982850193977356,,,
1331,0.3398435711860657,,,
1333,0.435673326253891,,,
1335,0.585875391960144,,,
1337,0.6286413669586182,,,
1339,0.39542609453201294,,,
1341,0.40875110030174255,,,
1343,0.45632317662239075,,,
1345,0.5713971853256226,,,
1347,0.5659960508346558,,,
1349,0.36902549862861633,,,
1351,0.535094678401947,,,
1353,0.2992832362651825,,,
1355,0.6447081565856934,,,
1357,0.5103588700294495,,,
1359,0.39445221424102783,,,
1361,0.6831022500991821,,,
1363,0.7319016456604004,,,
1365,0.4312247037887573,,,
1367,0.4196617007255554,,,
1369,0.47132667899131775,,,
1371,0.4613094627857208,,,
1373,0.4269382655620575,,,
1375,0.3404739499092102,,,
1377,0.3865862488746643,,,
1379,0.6030611991882324,,,
1381,0.36539822816848755,,,
1383,0.7887201309204102,,,
1385,0.41618892550468445,,,
1387,0.3469293713569641,,,
1389,0.37204548716545105,,,
1391,0.5389895439147949,,,
1393,0.4355800151824951,,,
1395,0.5583062767982483,,,
1397,0.37142083048820496,,,
1399,0.4655331075191498,,,
1401,0.6242284178733826,,,
1403,0.47158631682395935,,,
1405,0.5560725927352905,,,
1407,0.3895571827888489,,,
1409,0.49467673897743225,,,
1411,0.6165006160736084,,,
1413,0.5047692656517029,,,
1415,0.4244078993797302,,,
1417,0.439780056476593,,,
1419,0.4493362009525299,,,
1421,0.5775132179260254,,,
1423,0.3466115891933441,,,
1425,0.41816672682762146,,,
1427,0.6264812350273132,,,
1429,0.3398982584476471,,,
1431,0.3614402413368225,,,
1433,0.2670387029647827,,,
1435,0.47692498564720154,,,
1437,0.395569384098053,,,
1439,0.40601417422294617,,,
1441,0.6291004419326782,,,
1443,0.314144104719162,,,
1445,0.49482977390289307,,,
1447,0.3451002836227417,,,
1449,0.4215593636035919,,,
1451,0.5134929418563843,,,
1453,0.3895335793495178,,,
1455,0.5080819725990295,,,
1457,0.4392284154891968,,,
1459,0.6160780787467957,,,
1461,0.34977272152900696,,,
1463,0.5337034463882446,,,
1465,0.3924091160297394,,,
1467,0.4053831100463867,,,
1469,0.516061007976532,,,
1471,0.5218874216079712,,,
1473,0.2606910467147827,,,
1475,0.7031246423721313,,,
1477,0.46115443110466003,,,
1479,0.5992065072059631,,,
1481,0.35533496737480164,,,
1483,0.40285515785217285,,,
1485,0.23062226176261902,,,
1487,0.4609057307243347,,,
1489,0.26687324047088623,,,
1491,0.30134740471839905,,,
1493,0.44124624133110046,,,
1495,0.3540494740009308,,,
1497,0.4143928289413452,,,
1499,0.4669148325920105,,,
1500,,0.4196977279125116,,
1501,0.5934630036354065,,,
1503,0.4723410904407501,,,
1505,0.23632065951824188,,,
1507,0.4903688430786133,,,
1509,0.3738379180431366,,,
1511,0.31598302721977234,,,
1513,0.380266398191452,,,
1515,0.4118218421936035,,,
1517,0.34356653690338135,,,
1519,0.4304417371749878,,,
1521,0.5520857572555542,,,
1523,0.5935394167900085,,,
1525,0.45350679755210876,,,
1527,0.4623265564441681,,,
1529,0.40200677514076233,,,
1531,0.2531651556491852,,,
1533,0.5139411687850952,,,
1535,0.5600972175598145,,,
1537,0.2938897907733917,,,
1539,0.42198190093040466,,,
1541,0.5043357014656067,,,
1543,0.424837589263916,,,
1545,0.4064064621925354,,,
1547,0.6089459657669067,,,
1549,0.345913827419281,,0.10183299389002037,0.049236825482035125
1551,0.2603027820587158,,,
1553,0.519999086856842,,,
1555,0.41757646203041077,,,
1557,0.40564650297164917,,,
1559,0.2638368308544159,,,
1561,0.44447046518325806,,,
1563,0.4191346764564514,,,
1565,0.3655880391597748,,,
1567,0.2405974417924881,,,
1569,0.47309359908103943,,,
1571,0.4499182105064392,,,
1573,0.40865668654441833,,,
1575,0.27766409516334534,,,
1577,0.32699522376060486,,,
1579,0.49148988723754883,,,
1581,0.492718368768692,,,
1583,0.5195935964584351,,,
1585,0.27314162254333496,,,
1587,0.5653637647628784,,,
1589,0.5084152221679688,,,
1591,0.33742910623550415,,,
1593,0.30502375960350037,,,
1595,0.3426147401332855,,,
1597,0.38749030232429504,,,
1599,0.4915260374546051,,,
1601,0.4713945984840393,,,
1603,0.42061832547187805,,,
1605,0.5113948583602905,,,
1607,0.4285165071487427,,,
1609,0.2438426911830902,,,
1611,0.45283031463623047,,,
1613,0.5987508893013,,,
1615,0.3512616455554962,,,
1617,0.3650321662425995,,,
1619,0.3890968859195709,,,
1621,0.3444995582103729,,,
1623,0.40490221977233887,,,
1625,0.22871899604797363,,,
1627,0.33698543906211853,,,
1629,0.34710535407066345,,,
1631,0.2906755805015564,,,
1633,0.20825614035129547,,,
1635,0.355889230966568,,,
1637,0.437322199344635,,,
1639,0.2069532722234726,,,
1641,0.25953662395477295,,,
1643,0.4147875905036926,,,
1645,0.34675705432891846,,,
1647,0.42891377210617065,,,
1649,0.5294920802116394,,,
1651,0.3817354738712311,,,
1653,0.5317974090576172,,,
1655,0.44592365622520447,,,
1657,0.24059772491455078,,,
1659,0.3345915973186493,,,
1661,0.3433646261692047,,,
1663,0.5185855627059937,,,
1665,0.20407557487487793,,,
1667,0.3453589975833893,,,
1669,0.4595916271209717,,,
1671,0.41037213802337646,,,
1673,0.28329822421073914,,,
1675,0.29067641496658325,,,
1677,0.3378119468688965,,,
1679,0.2914433479309082,,,
1681,0.29320234060287476,,,
1683,0.4153256416320801,,,
1685,0.4418499171733856,,,
1687,0.4037570059299469,,,
1689,0.4506518840789795,,,
1691,0.2958082854747772,,,
1693,0.23264457285404205,,,
1695,0.3134785592556,,,
1697,0.4576704502105713,,,
1699,0.4104747474193573,,,
1701,0.3686063289642334,,,
1703,0.28446075320243835,,,
1705,0.3994165360927582,,,
1707,0.3264978229999542,,,
1709,0.5280076265335083,,,
1711,0.3077494502067566,,,
1713,0.23425668478012085,,,
1715,0.47148019075393677,,,
1717,0.26281750202178955,,,
1719,0.44231516122817993,,,
1721,0.2800646424293518,,,
1723,0.35414639115333557,,,
1725,0.4060882031917572,,,
1727,0.3283049166202545,,,
1729,0.35544639825820923,,,
1731,0.2828066647052765,,,
1733,0.37069323658943176,,,
1735,0.3388082683086395,,,
1737,0.31189537048339844,,,
1739,0.3424654006958008,,,
1741,0.3494972884654999,,,
1743,0.520607054233551,,,
1745,0.3712499141693115,,,
1747,0.39486145973205566,,,
1749,0.2932220697402954,,,
1751,0.29662588238716125,,,
1753,0.5017984509468079,,,
1755,0.4729847013950348,,,
1757,0.4569453001022339,,,
1759,0.45271748304367065,,,
1761,0.3911881744861603,,,
1763,0.356244832277298,,,
1765,0.22094270586967468,,,
1767,0.2800789773464203,,,
1769,0.4880835711956024,,,
1771,0.2216324806213379,,,
1773,0.37725111842155457,,,
1775,0.36866140365600586,,,
1777,0.5022355318069458,,,
1779,0.32653483748435974,,,
1781,0.40490126609802246,,,
1783,0.4365224838256836,,,
1785,0.4897525906562805,,,
1787,0.285836786031723,,,
1789,0.3493216335773468,,,
1791,0.2707592844963074,,,
1793,0.4003198444843292,,,
1795,0.3313404619693756,,,
1797,0.3807157278060913,,,
1799,0.2661988437175751,,,
1800,,0.4038749512953636,,
1801,0.22215405106544495,,,
1803,0.2869461476802826,,,
1805,0.23944643139839172,,,
1807,0.4499340057373047,,,
1809,0.2925187349319458,,,
1811,0.2740263342857361,,,
1813,0.6846548318862915,,,
1815,0.4783764183521271,,,
1817,0.29601091146469116,,,
1819,0.32262247800827026,,,
1821,0.32592085003852844,,,
1823,0.32481151819229126,,,
1825,0.47077691555023193,,,
1827,0.4068819284439087,,,
1829,0.30323949456214905,,,
1831,0.44528356194496155,,,
1833,0.40874218940734863,,,
1835,0.548836886882782,,,
1837,0.3852144181728363,,,
1839,0.346415638923645,,,
1841,0.39546969532966614,,,
1843,0.28250759840011597,,,
1845,0.2872847020626068,,,
1847,0.53676837682724,,,
1849,0.3467390537261963,,,
1851,0.26230937242507935,,,
1853,0.32739174365997314,,,
1855,0.4498586654663086,,,
1857,0.38932546973228455,,,
1859,0.001445413799956441,,0.11405295315682282,0.05514524497981945
1861,0.308488130569458,,,
1863,0.38590577244758606,,,
1865,0.34967878460884094,,,
1867,0.25697246193885803,,,
1869,0.4210131764411926,,,
1871,0.285260945558548,,,
1873,0.22556154429912567,,,
1875,0.38186225295066833,,,
1877,0.5013667345046997,,,
1879,0.2878718674182892,,,
1881,0.4134141206741333,,,
1883,0.4258723556995392,,,
1885,0.4758712649345398,,,
1887,0.2693306803703308,,,
1889,0.4004693329334259,,,
1891,0.4156697392463684,,,
1893,0.21196348965168,,,
1895,0.3397476375102997,,,
1897,0.3618580400943756,,,
1899,0.4684051275253296,,,
1901,0.38571542501449585,,,
1903,0.22403831779956818,,,
1905,0.2887176275253296,,,
1907,0.24870696663856506,,,
1909,0.4407062828540802,,,
1911,0.36488834023475647,,,
1913,0.3925139009952545,,,
1915,0.3241574466228485,,,
1917,0.291640967130661,,,
1919,0.4740443527698517,,,
